stk_cd,t1_dt,tried
264850,20230908,264850|264850_NX|264850_AL
264850,20230925,264850|264850_NX|264850_AL
264850,20230926,264850|264850_NX|264850_AL
264850,20240111,264850|264850_NX|264850_AL
264850,20250103,264850|264850_NX|264850_AL
264900,20240611,264900|264900_NX|264900_AL
267320,20230821,267320|267320_NX|267320_AL
267320,20230822,267320|267320_NX|267320_AL
267320,20250212,267320|267320_NX|267320_AL
267850,20231101,267850|267850_NX|267850_AL
267850,20231208,267850|267850_NX|267850_AL
270520,20230405,270520|270520_NX|270520_AL
270520,20230406,270520|270520_NX|270520_AL
270520,20240226,270520|270520_NX|270520_AL
270520,20241112,270520|270520_NX|270520_AL
270870,20240816,270870|270870_NX|270870_AL
273060,20230710,273060|273060_NX|273060_AL
273060,20230711,273060|273060_NX|273060_AL
273060,20231222,273060|273060_NX|273060_AL
273640,20240814,273640|273640_NX|273640_AL
274400,20240830,274400|274400_NX|274400_AL
276730,20231117,276730|276730_NX|276730_AL
277070,20230208,277070|277070_NX|277070_AL
277070,20240112,277070|277070_NX|277070_AL
277070,20240425,277070|277070_NX|277070_AL
277070,20241212,277070|277070_NX|277070_AL
277410,20230613,277410|277410_NX|277410_AL
277410,20230823,277410|277410_NX|277410_AL
277810,20230126,277810|277810_NX|277810_AL
277810,20230317,277810|277810_NX|277810_AL
277810,20230901,277810|277810_NX|277810_AL
277810,20250103,277810|277810_NX|277810_AL
277880,20230419,277880|277880_NX|277880_AL
282720,20230315,282720|282720_NX|282720_AL
282880,20241105,282880|282880_NX|282880_AL
284620,20230109,284620|284620_NX|284620_AL
284620,20231218,284620|284620_NX|284620_AL
284620,20241220,284620|284620_NX|284620_AL
285490,20230411,285490|285490_NX|285490_AL
285800,20230807,285800|285800_NX|285800_AL
285800,20230814,285800|285800_NX|285800_AL
286750,20230510,286750|286750_NX|286750_AL
286750,20230511,286750|286750_NX|286750_AL
286750,20230804,286750|286750_NX|286750_AL
288980,20230919,288980|288980_NX|288980_AL
289080,20231006,289080|289080_NX|289080_AL
289220,20240930,289220|289220_NX|289220_AL
290120,20231005,290120|290120_NX|290120_AL
290120,20231113,290120|290120_NX|290120_AL
290120,20231204,290120|290120_NX|290120_AL
290270,20230609,290270|290270_NX|290270_AL
290520,20240326,290520|290520_NX|290520_AL
290560,20231124,290560|290560_NX|290560_AL
290560,20240829,290560|290560_NX|290560_AL
290660,20230530,290660|290660_NX|290660_AL
290690,20230516,290690|290690_NX|290690_AL
290690,20230517,290690|290690_NX|290690_AL
290690,20230518,290690|290690_NX|290690_AL
290690,20230522,290690|290690_NX|290690_AL
290690,20230530,290690|290690_NX|290690_AL
290690,20231227,290690|290690_NX|290690_AL
290690,20231228,290690|290690_NX|290690_AL
290690,20240102,290690|290690_NX|290690_AL
290690,20240105,290690|290690_NX|290690_AL
291650,20230612,291650|291650_NX|291650_AL
291650,20240206,291650|291650_NX|291650_AL
291650,20240808,291650|291650_NX|291650_AL
291650,20240903,291650|291650_NX|291650_AL
291650,20240913,291650|291650_NX|291650_AL
291650,20241008,291650|291650_NX|291650_AL
291650,20241118,291650|291650_NX|291650_AL
291810,20240829,291810|291810_NX|291810_AL
293580,20241211,293580|293580_NX|293580_AL
294090,20240522,294090|294090_NX|294090_AL
294090,20240619,294090|294090_NX|294090_AL
294090,20240718,294090|294090_NX|294090_AL
294090,20241126,294090|294090_NX|294090_AL
294090,20241127,294090|294090_NX|294090_AL
294090,20241212,294090|294090_NX|294090_AL
294140,20230308,294140|294140_NX|294140_AL
294140,20230309,294140|294140_NX|294140_AL
294140,20230829,294140|294140_NX|294140_AL
294140,20231201,294140|294140_NX|294140_AL
294140,20240322,294140|294140_NX|294140_AL
294140,20240814,294140|294140_NX|294140_AL
294630,20230328,294630|294630_NX|294630_AL
294630,20230802,294630|294630_NX|294630_AL
294630,20230803,294630|294630_NX|294630_AL
294630,20230816,294630|294630_NX|294630_AL
294630,20230817,294630|294630_NX|294630_AL
294630,20230915,294630|294630_NX|294630_AL
294630,20231220,294630|294630_NX|294630_AL
294630,20240215,294630|294630_NX|294630_AL
294630,20240216,294630|294630_NX|294630_AL
296640,20241210,296640|296640_NX|296640_AL
297570,20230118,297570|297570_NX|297570_AL
298000,20241203,298000|298000_NX|298000_AL
298040,20230801,298040|298040_NX|298040_AL
298060,20240221,298060|298060_NX|298060_AL
298060,20241104,298060|298060_NX|298060_AL
298830,20230510,298830|298830_NX|298830_AL
299170,20250107,299170|299170_NX|299170_AL
299660,20240724,299660|299660_NX|299660_AL
299660,20240725,299660|299660_NX|299660_AL
299660,20240726,299660|299660_NX|299660_AL
299660,20240729,299660|299660_NX|299660_AL
299660,20240812,299660|299660_NX|299660_AL
299660,20240816,299660|299660_NX|299660_AL
299660,20240910,299660|299660_NX|299660_AL
299660,20241114,299660|299660_NX|299660_AL
299660,20241121,299660|299660_NX|299660_AL
299660,20241204,299660|299660_NX|299660_AL
299900,20231212,299900|299900_NX|299900_AL
299900,20241211,299900|299900_NX|299900_AL
300080,20240119,300080|300080_NX|300080_AL
300080,20241127,300080|300080_NX|300080_AL
300080,20250203,300080|300080_NX|300080_AL
301300,20240109,301300|301300_NX|301300_AL
301300,20250204,301300|301300_NX|301300_AL
303030,20230222,303030|303030_NX|303030_AL
303030,20241226,303030|303030_NX|303030_AL
304360,20230927,304360|304360_NX|304360_AL
304360,20240417,304360|304360_NX|304360_AL
304360,20240524,304360|304360_NX|304360_AL
304360,20241120,304360|304360_NX|304360_AL
304840,20240530,304840|304840_NX|304840_AL
304840,20241030,304840|304840_NX|304840_AL
306620,20240911,306620|306620_NX|306620_AL
307180,20240828,307180|307180_NX|307180_AL
307870,20241101,307870|307870_NX|307870_AL
307930,20231215,307930|307930_NX|307930_AL
307930,20240304,307930|307930_NX|307930_AL
307930,20241014,307930|307930_NX|307930_AL
308080,20241206,308080|308080_NX|308080_AL
308100,20230425,308100|308100_NX|308100_AL
308100,20230523,308100|308100_NX|308100_AL
308430,20241018,308430|308430_NX|308430_AL
309960,20240509,309960|309960_NX|309960_AL
309960,20240510,309960|309960_NX|309960_AL
309960,20250224,309960|309960_NX|309960_AL
311690,20230406,311690|311690_NX|311690_AL
311690,20241120,311690|311690_NX|311690_AL
311690,20241121,311690|311690_NX|311690_AL
312610,20230425,312610|312610_NX|312610_AL
312610,20250116,312610|312610_NX|312610_AL
312610,20250117,312610|312610_NX|312610_AL
313760,20230915,313760|313760_NX|313760_AL
313760,20240814,313760|313760_NX|313760_AL
313760,20250123,313760|313760_NX|313760_AL
314130,20240604,314130|314130_NX|314130_AL
314130,20241015,314130|314130_NX|314130_AL
315640,20230210,315640|315640_NX|315640_AL
315640,20230720,315640|315640_NX|315640_AL
317120,20230831,317120|317120_NX|317120_AL
317120,20240417,317120|317120_NX|317120_AL
317120,20250107,317120|317120_NX|317120_AL
317240,20230621,317240|317240_NX|317240_AL
317240,20230628,317240|317240_NX|317240_AL
317330,20240305,317330|317330_NX|317330_AL
317530,20230519,317530|317530_NX|317530_AL
317530,20240621,317530|317530_NX|317530_AL
317530,20241212,317530|317530_NX|317530_AL
317690,20230808,317690|317690_NX|317690_AL
317690,20230906,317690|317690_NX|317690_AL
317690,20240726,317690|317690_NX|317690_AL
317690,20240729,317690|317690_NX|317690_AL
317690,20240801,317690|317690_NX|317690_AL
317690,20240920,317690|317690_NX|317690_AL
317770,20230410,317770|317770_NX|317770_AL
317770,20230411,317770|317770_NX|317770_AL
317770,20230413,317770|317770_NX|317770_AL
317770,20230420,317770|317770_NX|317770_AL
317770,20230427,317770|317770_NX|317770_AL
317770,20230626,317770|317770_NX|317770_AL
317770,20230627,317770|317770_NX|317770_AL
317770,20230628,317770|317770_NX|317770_AL
317770,20230821,317770|317770_NX|317770_AL
317770,20231124,317770|317770_NX|317770_AL
317770,20250213,317770|317770_NX|317770_AL
317830,20230320,317830|317830_NX|317830_AL
317830,20230331,317830|317830_NX|317830_AL
317830,20230912,317830|317830_NX|317830_AL
317830,20250103,317830|317830_NX|317830_AL
317850,20240723,317850|317850_NX|317850_AL
317870,20230207,317870|317870_NX|317870_AL
318000,20230308,318000|318000_NX|318000_AL
318000,20230420,318000|318000_NX|318000_AL
318000,20230818,318000|318000_NX|318000_AL
318010,20241021,318010|318010_NX|318010_AL
318160,20230426,318160|318160_NX|318160_AL
319400,20230420,319400|319400_NX|319400_AL
320000,20230323,320000|320000_NX|320000_AL
320000,20230406,320000|320000_NX|320000_AL
320000,20240305,320000|320000_NX|320000_AL
320000,20240306,320000|320000_NX|320000_AL
321260,20230316,321260|321260_NX|321260_AL
321260,20230518,321260|321260_NX|321260_AL
321370,20241203,321370|321370_NX|321370_AL
321820,20231206,321820|321820_NX|321820_AL
321820,20231211,321820|321820_NX|321820_AL
321820,20231212,321820|321820_NX|321820_AL
321820,20231213,321820|321820_NX|321820_AL
321820,20231218,321820|321820_NX|321820_AL
321820,20231221,321820|321820_NX|321820_AL
321820,20241211,321820|321820_NX|321820_AL
322000,20240524,322000|322000_NX|322000_AL
322000,20240816,322000|322000_NX|322000_AL
322180,20230111,322180|322180_NX|322180_AL
322180,20230313,322180|322180_NX|322180_AL
322180,20230901,322180|322180_NX|322180_AL
322310,20241206,322310|322310_NX|322310_AL
322510,20240625,322510|322510_NX|322510_AL
322510,20240718,322510|322510_NX|322510_AL
322780,20241007,322780|322780_NX|322780_AL
322780,20250120,322780|322780_NX|322780_AL
323280,20230714,323280|323280_NX|323280_AL
323280,20230818,323280|323280_NX|323280_AL
323280,20231213,323280|323280_NX|323280_AL
323280,20240610,323280|323280_NX|323280_AL
323280,20240816,323280|323280_NX|323280_AL
323990,20230417,323990|323990_NX|323990_AL
323990,20230831,323990|323990_NX|323990_AL
323990,20240523,323990|323990_NX|323990_AL
328130,20230621,328130|328130_NX|328130_AL
328130,20230906,328130|328130_NX|328130_AL
328380,20230214,328380|328380_NX|328380_AL
328380,20230607,328380|328380_NX|328380_AL
328380,20230927,328380|328380_NX|328380_AL
328380,20231006,328380|328380_NX|328380_AL
328380,20241021,328380|328380_NX|328380_AL
330350,20230925,330350|330350_NX|330350_AL
330730,20231215,330730|330730_NX|330730_AL
330730,20240304,330730|330730_NX|330730_AL
330860,20240222,330860|330860_NX|330860_AL
331380,20230706,331380|331380_NX|331380_AL
331520,20250124,331520|331520_NX|331520_AL
331920,20240813,331920|331920_NX|331920_AL
331920,20240814,331920|331920_NX|331920_AL
331920,20240816,331920|331920_NX|331920_AL
332290,20230424,332290|332290_NX|332290_AL
332290,20230425,332290|332290_NX|332290_AL
332290,20230525,332290|332290_NX|332290_AL
332570,20250122,332570|332570_NX|332570_AL
333430,20230516,333430|333430_NX|333430_AL
333430,20241113,333430|333430_NX|333430_AL
334970,20230719,334970|334970_NX|334970_AL
335810,20241007,335810|335810_NX|335810_AL
336060,20230105,336060|336060_NX|336060_AL
336060,20230623,336060|336060_NX|336060_AL
336370,20240328,336370|336370_NX|336370_AL
336370,20240411,336370|336370_NX|336370_AL
337930,20240709,337930|337930_NX|337930_AL
337930,20240809,337930|337930_NX|337930_AL
338840,20231208,338840|338840_NX|338840_AL
339950,20240223,339950|339950_NX|339950_AL
340360,20240223,340360|340360_NX|340360_AL
340360,20240226,340360|340360_NX|340360_AL
340360,20240507,340360|340360_NX|340360_AL
340810,20230524,340810|340810_NX|340810_AL
340810,20240828,340810|340810_NX|340810_AL
340810,20241022,340810|340810_NX|340810_AL
340930,20230419,340930|340930_NX|340930_AL
340930,20240830,340930|340930_NX|340930_AL
340930,20250211,340930|340930_NX|340930_AL
340930,20250212,340930|340930_NX|340930_AL
344860,20230818,344860|344860_NX|344860_AL
347000,20230822,347000|347000_NX|347000_AL
347700,20240216,347700|347700_NX|347700_AL
347700,20240626,347700|347700_NX|347700_AL
347700,20240723,347700|347700_NX|347700_AL
347700,20241213,347700|347700_NX|347700_AL
347860,20230718,347860|347860_NX|347860_AL
347860,20230801,347860|347860_NX|347860_AL
348080,20230713,348080|348080_NX|348080_AL
348080,20240902,348080|348080_NX|348080_AL
348150,20240103,348150|348150_NX|348150_AL
348340,20230224,348340|348340_NX|348340_AL
348340,20230320,348340|348340_NX|348340_AL
348350,20230622,348350|348350_NX|348350_AL
348350,20241204,348350|348350_NX|348350_AL
348370,20240214,348370|348370_NX|348370_AL
351320,20230112,351320|351320_NX|351320_AL
351320,20230313,351320|351320_NX|351320_AL
351320,20250204,351320|351320_NX|351320_AL
351320,20250205,351320|351320_NX|351320_AL
351330,20230112,351330|351330_NX|351330_AL
351330,20230905,351330|351330_NX|351330_AL
351330,20240527,351330|351330_NX|351330_AL
351870,20241115,351870|351870_NX|351870_AL
351870,20241128,351870|351870_NX|351870_AL
352770,20241122,352770|352770_NX|352770_AL
352770,20250219,352770|352770_NX|352770_AL
352770,20250220,352770|352770_NX|352770_AL
352770,20250221,352770|352770_NX|352770_AL
352770,20250225,352770|352770_NX|352770_AL
352940,20231108,352940|352940_NX|352940_AL
353590,20240229,353590|353590_NX|353590_AL
353590,20240830,353590|353590_NX|353590_AL
354200,20230915,354200|354200_NX|354200_AL
354200,20231011,354200|354200_NX|354200_AL
354200,20240729,354200|354200_NX|354200_AL
354200,20240923,354200|354200_NX|354200_AL
354200,20240924,354200|354200_NX|354200_AL
354320,20230705,354320|354320_NX|354320_AL
354320,20241224,354320|354320_NX|354320_AL
355150,20230216,355150|355150_NX|355150_AL
355390,20230904,355390|355390_NX|355390_AL
355690,20240503,355690|355690_NX|355690_AL
356680,20230518,356680|356680_NX|356680_AL
356680,20230607,356680|356680_NX|356680_AL
356680,20230824,356680|356680_NX|356680_AL
356680,20230829,356680|356680_NX|356680_AL
356680,20231010,356680|356680_NX|356680_AL
356680,20241212,356680|356680_NX|356680_AL
356680,20241213,356680|356680_NX|356680_AL
356860,20250217,356860|356860_NX|356860_AL
356890,20250225,356890|356890_NX|356890_AL
357550,20230310,357550|357550_NX|357550_AL
357550,20230609,357550|357550_NX|357550_AL
357580,20230821,357580|357580_NX|357580_AL
357580,20230822,357580|357580_NX|357580_AL
357580,20250210,357580|357580_NX|357580_AL
357880,20240416,357880|357880_NX|357880_AL
357880,20241118,357880|357880_NX|357880_AL
357880,20241119,357880|357880_NX|357880_AL
357880,20241120,357880|357880_NX|357880_AL
357880,20241128,357880|357880_NX|357880_AL
359090,20240403,359090|359090_NX|359090_AL
360070,20231024,360070|360070_NX|360070_AL
360070,20250218,360070|360070_NX|360070_AL
360350,20240227,360350|360350_NX|360350_AL
361390,20241108,361390|361390_NX|361390_AL
361670,20240510,361670|361670_NX|361670_AL
361670,20240513,361670|361670_NX|361670_AL
361670,20240523,361670|361670_NX|361670_AL
361670,20240527,361670|361670_NX|361670_AL
361670,20241015,361670|361670_NX|361670_AL
363260,20231222,363260|363260_NX|363260_AL
363260,20240418,363260|363260_NX|363260_AL
363260,20241023,363260|363260_NX|363260_AL
363260,20250115,363260|363260_NX|363260_AL
363280,20231208,363280|363280_NX|363280_AL
365330,20231115,365330|365330_NX|365330_AL
365330,20231227,365330|365330_NX|365330_AL
365330,20240703,365330|365330_NX|365330_AL
365330,20241107,365330|365330_NX|365330_AL
365330,20241118,365330|365330_NX|365330_AL
366030,20250116,366030|366030_NX|366030_AL
367000,20230209,367000|367000_NX|367000_AL
368600,20240924,368600|368600_NX|368600_AL
368770,20230630,368770|368770_NX|368770_AL
368770,20230824,368770|368770_NX|368770_AL
369370,20231124,369370|369370_NX|369370_AL
370090,20230913,370090|370090_NX|370090_AL
371950,20240412,371950|371950_NX|371950_AL
371950,20240621,371950|371950_NX|371950_AL
372320,20231113,372320|372320_NX|372320_AL
372800,20230526,372800|372800_NX|372800_AL
372910,20240417,372910|372910_NX|372910_AL
373110,20240808,373110|373110_NX|373110_AL
373110,20240902,373110|373110_NX|373110_AL
373110,20240911,373110|373110_NX|373110_AL
373110,20240925,373110|373110_NX|373110_AL
373170,20230809,373170|373170_NX|373170_AL
373170,20230810,373170|373170_NX|373170_AL
373170,20241004,373170|373170_NX|373170_AL
373200,20230207,373200|373200_NX|373200_AL
373200,20230605,373200|373200_NX|373200_AL
373200,20240222,373200|373200_NX|373200_AL
373200,20240223,373200|373200_NX|373200_AL
373200,20241018,373200|373200_NX|373200_AL
373200,20241206,373200|373200_NX|373200_AL
376180,20230214,376180|376180_NX|376180_AL
376930,20230906,376930|376930_NX|376930_AL
376930,20241008,376930|376930_NX|376930_AL
376930,20241129,376930|376930_NX|376930_AL
376980,20231121,376980|376980_NX|376980_AL
377030,20240930,377030|377030_NX|377030_AL
377330,20250227,377330|377330_NX|377330_AL
377460,20231012,377460|377460_NX|377460_AL
377460,20231122,377460|377460_NX|377460_AL
377480,20230830,377480|377480_NX|377480_AL
378340,20240308,378340|378340_NX|378340_AL
378800,20240530,378800|378800_NX|378800_AL
378800,20240718,378800|378800_NX|378800_AL
378800,20240920,378800|378800_NX|378800_AL
378850,20240618,378850|378850_NX|378850_AL
380540,20230104,380540|380540_NX|380540_AL
380540,20230118,380540|380540_NX|380540_AL
380540,20240112,380540|380540_NX|380540_AL
380540,20240731,380540|380540_NX|380540_AL
382150,20250207,382150|382150_NX|382150_AL
383310,20230307,383310|383310_NX|383310_AL
383310,20230720,383310|383310_NX|383310_AL
383310,20230807,383310|383310_NX|383310_AL
383930,20231117,383930|383930_NX|383930_AL
383930,20231226,383930|383930_NX|383930_AL
383930,20231227,383930|383930_NX|383930_AL
383930,20231228,383930|383930_NX|383930_AL
383930,20240110,383930|383930_NX|383930_AL
383930,20240305,383930|383930_NX|383930_AL
383930,20240711,383930|383930_NX|383930_AL
383930,20241209,383930|383930_NX|383930_AL
384470,20231215,384470|384470_NX|384470_AL
384470,20250117,384470|384470_NX|384470_AL
388720,20240529,388720|388720_NX|388720_AL
388720,20250219,388720|388720_NX|388720_AL
388790,20230215,388790|388790_NX|388790_AL
388790,20230504,388790|388790_NX|388790_AL
388790,20230508,388790|388790_NX|388790_AL
388790,20230510,388790|388790_NX|388790_AL
388790,20230526,388790|388790_NX|388790_AL
388790,20230831,388790|388790_NX|388790_AL
388790,20231102,388790|388790_NX|388790_AL
388790,20240425,388790|388790_NX|388790_AL
388790,20240613,388790|388790_NX|388790_AL
388870,20230801,388870|388870_NX|388870_AL
388870,20230804,388870|388870_NX|388870_AL
388870,20230901,388870|388870_NX|388870_AL
389020,20240312,389020|389020_NX|389020_AL
389020,20240313,389020|389020_NX|389020_AL
389020,20240402,389020|389020_NX|389020_AL
389030,20230731,389030|389030_NX|389030_AL
389140,20230202,389140|389140_NX|389140_AL
389140,20240110,389140|389140_NX|389140_AL
389140,20250213,389140|389140_NX|389140_AL
389470,20230721,389470|389470_NX|389470_AL
389470,20230802,389470|389470_NX|389470_AL
389470,20230810,389470|389470_NX|389470_AL
389470,20240702,389470|389470_NX|389470_AL
389470,20241218,389470|389470_NX|389470_AL
389500,20250103,389500|389500_NX|389500_AL
391710,20230821,391710|391710_NX|391710_AL
391710,20230822,391710|391710_NX|391710_AL
393210,20230818,393210|393210_NX|393210_AL
393210,20240516,393210|393210_NX|393210_AL
393210,20250205,393210|393210_NX|393210_AL
394280,20230214,394280|394280_NX|394280_AL
394800,20241127,394800|394800_NX|394800_AL
396470,20231101,396470|396470_NX|396470_AL
396470,20231102,396470|396470_NX|396470_AL
397030,20240621,397030|397030_NX|397030_AL
399720,20240223,399720|399720_NX|399720_AL
402030,20230126,402030|402030_NX|402030_AL
402030,20230802,402030|402030_NX|402030_AL
402490,20241220,402490|402490_NX|402490_AL
403490,20231024,403490|403490_NX|403490_AL
403490,20231026,403490|403490_NX|403490_AL
405000,20240215,405000|405000_NX|405000_AL
405920,20230612,405920|405920_NX|405920_AL
405920,20230726,405920|405920_NX|405920_AL
405920,20231117,405920|405920_NX|405920_AL
406820,20230811,406820|406820_NX|406820_AL
407400,20230213,407400|407400_NX|407400_AL
407400,20230303,407400|407400_NX|407400_AL
408900,20240408,408900|408900_NX|408900_AL
408900,20240409,408900|408900_NX|408900_AL
408900,20240925,408900|408900_NX|408900_AL
408900,20250221,408900|408900_NX|408900_AL
411080,20240124,411080|411080_NX|411080_AL
411080,20240327,411080|411080_NX|411080_AL
411080,20240828,411080|411080_NX|411080_AL
411080,20250117,411080|411080_NX|411080_AL
412350,20230613,412350|412350_NX|412350_AL
412350,20230906,412350|412350_NX|412350_AL
412350,20240130,412350|412350_NX|412350_AL
412350,20240503,412350|412350_NX|412350_AL
412570,20231107,412570|412570_NX|412570_AL
413390,20250227,413390|413390_NX|413390_AL
413640,20240523,413640|413640_NX|413640_AL
416180,20240206,416180|416180_NX|416180_AL
417010,20241129,417010|417010_NX|417010_AL
417180,20230104,417180|417180_NX|417180_AL
417180,20230117,417180|417180_NX|417180_AL
417180,20231124,417180|417180_NX|417180_AL
417200,20231214,417200|417200_NX|417200_AL
417200,20231219,417200|417200_NX|417200_AL
417500,20230509,417500|417500_NX|417500_AL
417500,20230523,417500|417500_NX|417500_AL
417500,20231017,417500|417500_NX|417500_AL
417500,20250106,417500|417500_NX|417500_AL
417840,20230327,417840|417840_NX|417840_AL
417840,20240228,417840|417840_NX|417840_AL
417840,20250108,417840|417840_NX|417840_AL
417860,20230206,417860|417860_NX|417860_AL
417860,20240730,417860|417860_NX|417860_AL
417860,20240802,417860|417860_NX|417860_AL
418250,20230828,418250|418250_NX|418250_AL
418420,20230323,418420|418420_NX|418420_AL
419050,20230901,419050|419050_NX|419050_AL
419050,20240813,419050|419050_NX|419050_AL
419530,20240910,419530|419530_NX|419530_AL
419530,20250211,419530|419530_NX|419530_AL
419540,20230627,419540|419540_NX|419540_AL
420570,20240530,420570|420570_NX|420570_AL
420570,20250228,420570|420570_NX|420570_AL
420770,20230626,420770|420770_NX|420770_AL
424960,20230831,424960|424960_NX|424960_AL
424960,20230904,424960|424960_NX|424960_AL
424980,20240927,424980|424980_NX|424980_AL
425420,20230621,425420|425420_NX|425420_AL
429270,20230822,429270|429270_NX|429270_AL
429270,20240513,429270|429270_NX|429270_AL
429270,20240723,429270|429270_NX|429270_AL
430690,20231026,430690|430690_NX|430690_AL
430690,20240828,430690|430690_NX|430690_AL
430690,20250107,430690|430690_NX|430690_AL
432430,20230807,432430|432430_NX|432430_AL
432430,20240221,432430|432430_NX|432430_AL
432470,20240717,432470|432470_NX|432470_AL
434480,20240906,434480|434480_NX|434480_AL
434480,20250107,434480|434480_NX|434480_AL
434480,20250117,434480|434480_NX|434480_AL
437730,20241104,437730|437730_NX|437730_AL
438700,20250218,438700|438700_NX|438700_AL
438700,20250219,438700|438700_NX|438700_AL
439090,20230811,439090|439090_NX|439090_AL
439090,20231026,439090|439090_NX|439090_AL
439580,20240809,439580|439580_NX|439580_AL
440110,20230816,440110|440110_NX|440110_AL
440320,20231121,440320|440320_NX|440320_AL
440320,20241212,440320|440320_NX|440320_AL
443670,20240219,443670|443670_NX|443670_AL
443670,20240304,443670|443670_NX|443670_AL
443670,20240305,443670|443670_NX|443670_AL
443670,20240415,443670|443670_NX|443670_AL
443670,20240821,443670|443670_NX|443670_AL
443670,20241125,443670|443670_NX|443670_AL
445090,20231116,445090|445090_NX|445090_AL
445090,20241018,445090|445090_NX|445090_AL
445680,20230814,445680|445680_NX|445680_AL
445680,20230821,445680|445680_NX|445680_AL
445680,20230823,445680|445680_NX|445680_AL
445680,20231130,445680|445680_NX|445680_AL
445680,20240423,445680|445680_NX|445680_AL
446540,20241008,446540|446540_NX|446540_AL
448280,20231123,448280|448280_NX|448280_AL
448280,20250102,448280|448280_NX|448280_AL
448710,20230906,448710|448710_NX|448710_AL
450080,20231121,450080|450080_NX|450080_AL
450080,20231122,450080|450080_NX|450080_AL
450080,20240610,450080|450080_NX|450080_AL
450520,20240112,450520|450520_NX|450520_AL
450520,20241129,450520|450520_NX|450520_AL
451220,20231016,451220|451220_NX|451220_AL
451250,20240502,451250|451250_NX|451250_AL
451250,20240529,451250|451250_NX|451250_AL
451250,20240613,451250|451250_NX|451250_AL
452160,20240308,452160|452160_NX|452160_AL
452160,20240416,452160|452160_NX|452160_AL
452160,20240701,452160|452160_NX|452160_AL
452190,20240109,452190|452190_NX|452190_AL
452190,20240110,452190|452190_NX|452190_AL
452190,20240111,452190|452190_NX|452190_AL
452190,20240207,452190|452190_NX|452190_AL
452260,20240102,452260|452260_NX|452260_AL
452280,20240523,452280|452280_NX|452280_AL
452280,20240730,452280|452280_NX|452280_AL
452300,20240102,452300|452300_NX|452300_AL
452300,20240814,452300|452300_NX|452300_AL
452400,20240813,452400|452400_NX|452400_AL
452430,20240308,452430|452430_NX|452430_AL
452450,20250210,452450|452450_NX|452450_AL
452450,20250211,452450|452450_NX|452450_AL
453450,20240813,453450|453450_NX|453450_AL
453820,20240620,453820|453820_NX|453820_AL
456010,20240826,456010|456010_NX|456010_AL
456010,20240906,456010|456010_NX|456010_AL
456070,20240827,456070|456070_NX|456070_AL
456070,20240830,456070|456070_NX|456070_AL
456070,20241227,456070|456070_NX|456070_AL
457190,20230602,457190|457190_NX|457190_AL
457190,20230608,457190|457190_NX|457190_AL
457190,20230613,457190|457190_NX|457190_AL
457190,20230831,457190|457190_NX|457190_AL
457190,20240207,457190|457190_NX|457190_AL
457190,20240821,457190|457190_NX|457190_AL
457550,20240126,457550|457550_NX|457550_AL
457550,20240202,457550|457550_NX|457550_AL
457550,20240208,457550|457550_NX|457550_AL
457550,20240312,457550|457550_NX|457550_AL
457550,20240528,457550|457550_NX|457550_AL
458650,20241111,458650|458650_NX|458650_AL
460470,20241204,460470|460470_NX|460470_AL
460860,20230801,460860|460860_NX|460860_AL
460930,20240206,460930|460930_NX|460930_AL
460930,20241108,460930|460930_NX|460930_AL
460940,20240903,460940|460940_NX|460940_AL
461030,20240418,461030|461030_NX|461030_AL
461030,20240812,461030|461030_NX|461030_AL
462330,20231107,462330|462330_NX|462330_AL
462520,20230801,462520|462520_NX|462520_AL
462520,20230803,462520|462520_NX|462520_AL
462520,20231110,462520|462520_NX|462520_AL
462520,20240509,462520|462520_NX|462520_AL
464080,20241119,464080|464080_NX|464080_AL
464280,20240829,464280|464280_NX|464280_AL
464500,20241202,464500|464500_NX|464500_AL
465480,20241022,465480|465480_NX|465480_AL
465480,20241129,465480|465480_NX|465480_AL
465770,20230921,465770|465770_NX|465770_AL
466100,20250206,466100|466100_NX|466100_AL
475150,20240402,475150|475150_NX|475150_AL
475150,20240403,475150|475150_NX|475150_AL
475150,20240516,475150|475150_NX|475150_AL
475150,20240523,475150|475150_NX|475150_AL
475150,20240912,475150|475150_NX|475150_AL
475580,20241217,475580|475580_NX|475580_AL
475830,20250218,475830|475830_NX|475830_AL
475830,20250219,475830|475830_NX|475830_AL
476080,20240902,476080|476080_NX|476080_AL
482630,20250211,482630|482630_NX|482630_AL
482630,20250212,482630|482630_NX|482630_AL
489790,20250214,489790|489790_NX|489790_AL
610013,20230517,610013|610013_NX|610013_AL
900100,20230110,900100|900100_NX|900100_AL
900100,20240703,900100|900100_NX|900100_AL
900100,20240704,900100|900100_NX|900100_AL
900250,20230419,900250|900250_NX|900250_AL
900250,20230511,900250|900250_NX|900250_AL
900250,20230512,900250|900250_NX|900250_AL
900250,20230515,900250|900250_NX|900250_AL
900250,20230614,900250|900250_NX|900250_AL
900270,20240528,900270|900270_NX|900270_AL
900270,20240531,900270|900270_NX|900270_AL
900270,20240926,900270|900270_NX|900270_AL
900270,20241002,900270|900270_NX|900270_AL
900270,20241204,900270|900270_NX|900270_AL
900290,20230828,900290|900290_NX|900290_AL
900290,20230829,900290|900290_NX|900290_AL
900290,20241023,900290|900290_NX|900290_AL
900290,20250203,900290|900290_NX|900290_AL
900290,20250204,900290|900290_NX|900290_AL
900300,20230410,900300|900300_NX|900300_AL
900300,20230412,900300|900300_NX|900300_AL
